gstin,state_code,gst_compliance_rate,avg_days_late_filing,monthly_turnover,turnover_growth_mom,unique_buyers,buyer_concentration_hhi,upi_inflow_monthly,upi_inflow_cov,eway_bill_count,eway_growth_mom,epfo_compliant,bounce_rate,promoter_cibil,circular_flag,itc_efficiency,gross_margin_proxy,profile,default,gst_upi_correlation,working_capital_proxy
19XMAPC1484SZ1V,19,0.8802109573120267,4.8560824302370955,2730861.708870491,-0.11187687450007557,8,0.2689203962355586,2272611.0932571213,0.46981919961495616,40,0.11006717354738654,1,0.06175330366577032,704,0,0.784634567905351,0.24737347476910926,seasonal,0,1.2016405785279354,24.965867944266137
09OSQPB6057MZ1V,9,0.9585377275498098,0.07341596560925678,2299022.2192153344,1.0120345519763916,3,0.881025214667372,2384665.5137496297,0.06197660329458127,13,0.4178002815410648,1,0.014334272192038535,775,1,0.8643302781337602,0.30787592669238484,fraudster,1,0.9640858250180209,31.117561550538547
19HTQPJ7071RZ1V,19,0.953672234550288,0.5678347993288613,2700983.1500258083,0.5988394486009436,1,0.8757412715130755,2786904.0668710414,0.093028695197151,4,0.5617720699671787,1,0.010858998758962256,790,1,0.9327968663815124,0.25436549487276894,fraudster,1,0.9691697615764364,30.954329354232502
09FUZPQ1067PZ1V,9,0.5746364112459508,40.340575397971264,1920597.073822693,-0.13116134324783518,2,0.7921285374815362,962995.7089055959,0.5280137485173042,28,-0.2497871959872209,0,0.15580252955679857,690,0,0.4764276385599536,0.05049346376976608,stressed,0,1.5,20.0
27HZYPI9398GZ1V,27,0.7737999220920385,2.6604341196900565,827063.0711575788,0.1054299666075152,2,0.2636020463904841,659082.0663273408,0.2858259280371399,10,0.11072261322625344,1,0.01891386963267401,672,0,0.7433729409727441,0.11013413487013352,thin_file,1,1.2548711509725836,23.90683695035032
27CAUPP3098SZ1V,27,0.9502970877922177,0.09541668290774408,2033247.7341031206,0.6790896774162185,3,0.9659836061973918,2113084.4660478625,0.034946752503566644,8,0.8957313212957669,1,0.018347239701305532,756,1,0.9102851256710717,0.1707087143905568,fraudster,1,0.9622179173490107,31.177968586006443
27NULPP5955JZ1V,27,0.5007741535320068,14.698344668281024,426093.471484368,-0.051957071387897624,1,0.8294578829356937,305440.2491357317,1.0358489502837096,10,-0.08998071007806896,0,0.3420144304134183,644,0,0.404961834786963,0.03868078981904985,stressed,1,1.3950141564185943,21.505158110379824
09HMSPH4235PZ1V,9,0.9298052208639443,0.3160947667525694,4083660.2260487294,0.1466223832213874,43,0.08674604173506148,3912208.3222324615,0.2913599630968572,126,0.12506017185653018,1,0.021636456800985235,765,0,0.8686549407738942,0.1534212358408262,healthy,0,1.0438248400122083,28.740454193108803
09OJVPQ5743TZ1V,9,0.9673838898270005,2.5406616732868583,2162183.3848763756,0.15147256242809068,33,0.16319385582320362,2229092.2276397273,0.2365064919075443,189,0.1363038759693648,1,0.0214531184651333,726,0,0.841388404157082,0.24297301294611234,healthy,0,0.9699838158629273,30.928351081106527
19QDQPA3009MZ1V,19,0.9614186244319012,0.709829348122522,2830691.957448576,0.11437242379374829,49,0.09048541788027772,2496240.3415273037,0.2674945039237549,92,0.08597299283098855,1,0.009747913574931528,780,0,0.8757367176875209,0.24299954101800209,healthy,0,1.1339821371994336,26.455443181927205
09TNCPC0127IZ1V,9,0.9603213062099505,0.23914521956185497,3669080.0000367956,0.18988500630589417,22,0.16059313541963877,3257536.1621390195,0.21634430549469535,134,0.16495208196569788,1,0.020320826828700934,720,0,0.9319756621912201,0.22378927253717834,healthy,0,1.1263359230454533,26.63503790137869
27CFOPB3824IZ1V,27,0.963287318809333,0.18966087768820272,3427999.0765022268,0.4292558498903666,3,0.8372827694332654,3512591.9621285712,0.046037519094129814,5,0.9345896135818751,1,0.014337683511945547,784,1,0.9255540945551748,0.3417395482730797,fraudster,1,0.9759172467117181,30.740311333858283
09NXKPT7190IZ1V,9,0.9624148907849134,1.2282349565737212,3118598.159578317,0.11541897937029752,9,0.12122520633586847,3538161.856903014,0.2527211588319521,63,0.07101697636496788,1,0.043423398794895644,758,0,0.8731146797374271,0.26312835630305464,healthy,0,0.8814176077032425,34.036079762659405
29VJNPS4103TZ1V,29,0.8592687327161851,2.2143373643198654,652340.7405567819,0.05959606461443012,17,0.3014347314978688,545869.4463693358,0.5480585653059544,67,0.4091488442843125,0,0.05926635251361423,699,0,0.8427910846484103,0.19180706194866334,seasonal,0,1.195049008321685,25.103572984116948
06CVVPP5211TZ1V,6,0.9857857783517489,0.9147093731551905,1609240.8652441413,0.06936068703963222,8,0.12170031577462959,1744440.3130136272,0.19432527303905234,178,0.084122240554031,1,0.00830924998048746,710,0,0.8499094214765569,0.27038789966171345,healthy,0,0.922496948298609,32.52043278336039
29YHEPE7003QZ1V,29,0.8678561265534951,0.8936664448761374,2486625.588825907,0.1393191261544346,15,0.47047568786295885,2358916.151236874,0.8707128359089399,51,0.4134945635050608,1,0.09493978133970042,741,0,0.8867786876299727,0.14846331209418284,seasonal,0,1.0541390322509216,28.459244067588
06IWHPV2341NZ1V,6,0.5804645519139118,31.22109315810862,920543.0168659992,-0.07388151817967809,2,0.7761299208851411,631413.0504831495,1.198259621963327,20,-0.17662490898184582,0,0.15351947557857432,576,0,0.5539208268590314,0.101401673551993,stressed,1,1.4579093925309448,20.57741047125001
09EZUPC9145DZ1V,9,0.4010513990593175,10.967041453294527,1700528.8757910295,-0.250134328291737,2,0.6212692439386843,1011575.2964462659,0.7982701077866021,11,-0.11735843239164878,0,0.2873006579653617,675,0,0.4712863652681261,0.07032704481005844,stressed,1,1.5,20.0
27YRTPB5064TZ1V,27,0.9584543113259458,2.9079654368525367,2386924.697654184,0.059305514544317234,11,0.12750273742333945,2391172.221312174,0.13238460132644275,67,0.1487153327084738,1,0.049887469450510036,705,0,0.8677609213972166,0.176756569076834,healthy,0,0.9982236646862436,30.053384888876025
27VKQPQ8993WZ1V,27,0.9062041416956554,0.21346703663372923,3210236.5686438046,0.13490276373317317,47,0.20292469179822398,3265973.025633544,0.29195820408097006,64,0.05730422725998947,1,0.004900384239037054,810,0,0.8066098792355573,0.1496442960533664,healthy,0,0.9829341955514382,30.52086308094066
19ESWPE2500YZ1V,19,0.9281616042105632,2.8900809613381138,843194.8829299065,0.1574074959863217,15,0.17887446275773672,874230.2408652729,0.2980217692173731,174,0.0967819153645588,1,0.01699859318966241,793,0,0.8118409104419834,0.190847701846998,healthy,0,0.964499789089143,31.104205868548174
19RGVPX9872SZ1V,19,0.9161248207277028,2.557680971173959,1426634.78230407,0.006282059075816326,4,0.35061366452640563,1415382.0498286386,0.5680787944297095,9,0.007373778543214138,0,0.057349958493521605,666,0,0.8134074821319892,0.11386988193669312,thin_file,1,1.0079503145294189,29.76337183247577
27MBDPJ7087MZ1V,27,0.5342626706398823,42.09575991581948,1095378.853177684,-0.23123993526481665,4,0.6496400900406862,549330.3456087976,0.8725102394893849,10,-0.27321082576826916,0,0.21751832908935348,610,0,0.576781528371126,0.04756858969027003,stressed,0,1.5,20.0
27YPNPK2845FZ1V,27,0.7803620748452322,3.0200249886975006,1332733.6700423672,0.1498357049644615,3,0.3715525537486849,1202596.141620867,0.29008284008648066,18,0.03856441340926676,0,0.04794549781497657,778,0,0.6918194253201773,0.2079340331674922,thin_file,0,1.1082138250053755,27.07058811493755
27ROMPS5814NZ1V,27,0.953598992706618,3.6358140487006922,1474989.526705507,0.023353889663389936,5,0.295132916610411,1188692.6951192645,0.5170159070485347,20,0.028036094467517723,0,0.00666598298233061,773,0,0.8496402016464071,0.08347440960232089,thin_file,1,1.240850164859066,24.176972248222537
06ANGPA6244ZZ1V,6,0.9756368235142613,0.9513019689032733,5515682.119498573,0.845979639180523,2,0.928788461067182,5577929.225383552,0.07753572484109238,12,0.9142428070263008,1,0.010394849728745346,736,1,0.9386335854669703,0.2398963930370856,fraudster,1,0.9888404633028132,30.338564321890097
06JJDPZ7752RZ1V,6,0.979884351497175,1.8540242258501611,3788643.7296160143,0.6552762718983904,1,0.9774283997388288,3617868.4923966345,0.030910831434694145,4,0.4659235476672356,1,0.016862199131528054,740,1,0.8513789650381415,0.3223314310994096,fraudster,1,1.0472032738553885,28.647733204224867
27SPWPC9751EZ1V,27,0.9057138306474043,4.2949027356111005,315405.24704310246,0.12974924643116645,10,0.3141239813100454,248907.02029666753,0.2957479345368185,22,0.06269527620208305,1,0.025119200460446724,782,0,0.6801418965041247,0.09889698805002989,thin_file,0,1.2671609128066255,23.674972686423242
09CAGPF4236MZ1V,9,0.7962806314958321,1.261264169275852,894486.5329106215,0.12357026248808067,8,0.2706293521756722,1047900.2355543992,0.5180291524724656,23,0.02718753833273279,0,0.07120079611981626,680,0,0.6962396806593892,0.13632125493068462,thin_file,0,0.8535989424960735,35.14531064468604
09NKRPO2316NZ1V,9,0.9128045838957772,0.45570808053688305,1383074.1251275227,0.1461312117204822,11,0.10546321181588028,1319038.048998902,0.27935768198120237,92,0.12109424603943086,1,0.03337788692605136,807,0,0.8258479806802445,0.15076624300938732,healthy,0,1.0485475579549972,28.611005549914765
27RSEPK4805QZ1V,27,0.9204256467936397,1.8804078901945318,2306718.5442801323,0.1993467765011524,22,0.1472256921366643,2296951.1640970246,0.21317035748213436,79,0.187513400467812,1,0.040040904992987514,712,0,0.8676695104696762,0.23499188255564737,healthy,0,1.0042523238350813,29.872970455706515
29AKIPD7104CZ1V,29,0.959484737950191,2.216600031399098,936262.4733981852,0.14880764580905334,29,0.15452086263320364,824828.0481759089,0.1345047753892724,83,0.13519614459741208,1,0.014817880675664419,796,0,0.9407473592976974,0.25099843671744815,healthy,1,1.1351001890257144,26.429385079875434
19CQMPE3624XZ1V,19,0.6813481620977149,11.876993663000722,1151647.8131600763,-0.20625886273136768,2,0.819050438974541,941398.9333004953,0.6964131511820583,17,-0.16080040390670708,0,0.3126185739714699,564,0,0.44032932485072024,0.10140669059512668,stressed,1,1.223336645520151,24.523094366427884
29PVAPF0101MZ1V,29,0.7976743397557033,4.917986498693871,1067556.5119655146,0.006577027874494484,7,0.31532438114960176,1080001.2497566496,0.22253331111969593,14,0.0035826286978714148,1,0.04500242395278026,674,0,0.6831725449231675,0.14136180512464325,thin_file,0,0.9884771079719222,30.349716506385857
06TEPPY0512NZ1V,6,0.9316802670512517,0.37763543012943435,1275855.5827249128,0.06415036287362536,8,0.369212786220119,950290.5577703319,0.33494363134291183,20,0.013455137852226866,1,0.09615437228811097,692,0,0.8018154123315626,0.14434858560990443,thin_file,0,1.3425952434152926,22.344783468535184
06EDBPO8899LZ1V,6,0.9816056757114323,1.296201855199853,4144841.0350027774,0.13931222024301626,17,0.20412336181033577,4034102.3459552145,0.22086088396429576,75,0.14450280209282412,1,0.020869147090023667,767,0,0.8216468065531223,0.1349695051059737,healthy,0,1.027450639460993,29.198482971150987
29JAWPR4352EZ1V,29,0.9424130671302386,2.2093327068741684,4724341.462029862,0.18883527693601648,25,0.14311751199657852,4176182.801238798,0.2969682397924669,51,0.17583471296689013,1,0.006233134060163343,713,0,0.9381262823926058,0.25918341792994054,healthy,0,1.1312583013915152,26.519142412566797
19LVMPM5553TZ1V,19,0.540896277085487,37.402696045895354,1568633.3203953493,-0.1488468216236946,1,0.8402283123025378,795834.0205501207,0.7182443527635154,16,-0.14054445518514744,0,0.10280348604587326,634,0,0.40989308310477807,0.10518879824703832,stressed,1,1.5,20.0
29MUSPG7837RZ1V,29,0.9984575896376113,1.9992219140847567,1998697.0875463744,0.13787125913228665,47,0.09532753124965916,2278017.005511781,0.13495699757667318,174,0.14720454770828215,1,0.012272723126946522,763,0,0.9076342073972803,0.24429141875844498,healthy,0,0.8773846212343553,34.192530019268254
27KJKPE5691FZ1V,27,0.9343386702177644,2.503715370766883,4729034.956815482,0.07785996080077785,35,0.13215125041748524,5337137.630356432,0.11236169213784453,164,0.06385407921670679,1,0.008139549460311469,781,0,0.8892819251190311,0.14407556336095959,healthy,1,0.8860620213197802,33.85767505903854
09QKQPC6754TZ1V,9,0.4005618231757506,22.272724903390653,710489.1879386674,-0.2844205687377036,2,0.6628349023727833,390626.64242119493,1.1404148664321592,10,-0.26493319663520776,0,0.26129453919630374,621,0,0.5779317865336493,0.07434894577086337,stressed,0,1.5,20.0
19CWEPK3585WZ1V,19,0.9681368323986241,0.03385870485107012,4654666.658403523,0.6681982685602649,1,0.800263973796866,4565270.856355262,0.04229026664718056,14,0.7147585225789086,1,0.002637039792867939,788,1,0.915998897202561,0.288488070503626,fraudster,1,1.0195817082624603,29.42383112298579
06SWDPG6230AZ1V,6,0.9292218230461898,2.7323104849317454,3966639.9951064927,0.1707360165262158,36,0.08252091778406363,4517380.616862296,0.24533419841406465,120,0.09571266430792,1,0.04146973324294235,807,0,0.8422281797622395,0.2596406143305805,healthy,0,0.8780840782598612,34.165293213666224
06HSKPZ6522XZ1V,6,0.9724598286847629,0.3347789998717424,3354941.900032641,0.09215746252503337,30,0.10428944704970308,3233913.903780712,0.26028915524459073,191,0.10881403653568592,1,0.03753848246055279,707,0,0.8188229445198726,0.24364342714641268,healthy,0,1.037424619162074,28.917763706273856
09VTBPT8538OZ1V,9,0.40553692571290684,29.09629625495027,1501543.8574745846,-0.10239813102925299,2,0.6678086265586837,907985.2938088492,0.8588136476871073,26,-0.21734979750749953,0,0.35815344597623355,684,0,0.542128046121616,0.0999578644102003,stressed,1,1.5,20.0
27GRBPV3553HZ1V,27,0.8133905066923852,2.3183790288658903,315079.00977914693,0.09134986665778927,5,0.3076423936896212,245810.31356000862,0.41781251716180323,29,0.07984653950698659,1,0.007587164122404755,696,0,0.7745538633736182,0.16732810669111942,thin_file,0,1.2817973551066157,23.40463559273353
09XRYPZ5973HZ1V,9,0.9837367079770151,0.5091852857307695,880408.4455867141,0.16686538795936803,17,0.16535763952136623,933137.7545372979,0.26763099499772847,41,0.1704216402236751,1,0.04804600734644124,804,0,0.8803902618278178,0.19815930122558487,healthy,0,0.9434924707588003,31.796756126599096
09UOWPL3899ZZ1V,9,0.8330799103954561,0.8555123920670094,1335230.6636991743,0.10573666990970042,8,0.2670400955119324,1368673.152090119,0.46146259056224814,17,0.14343317604654415,1,0.0003020871356161248,671,0,0.6619831124514518,0.20989080711254415,thin_file,1,0.9755657599187402,30.751386767098975
29CLOPY4006EZ1V,29,0.8143495379628263,0.2654186085154333,1587722.4481364316,0.295512060603379,19,0.2939249508054056,1453159.8824219857,0.8547385541839454,90,0.3695227562533239,1,0.1064562546097328,680,0,0.7533607564184502,0.11755622240326653,seasonal,0,1.0925999728881657,27.457441647832336
27VSYPQ9818IZ1V,27,0.7355385115283445,0.06819922917940535,594185.4107341685,0.10469857072466887,9,0.40805198078833876,503795.79727125546,0.39826156835329884,10,0.06316783566511223,0,0.04105227843514279,681,0,0.6578371783000376,0.09909195470412417,thin_file,0,1.1794171645585307,25.436292519304942
06KLMPC5014YZ1V,6,0.9527614688195911,2.504383029447996,1475847.8523986328,0.01460650936620063,8,0.31061315223502034,1504054.5628220728,0.3400027473892715,40,0.13925588279711876,0,0.0065626088177817565,724,0,0.7373529580152411,0.16272127743531606,thin_file,0,0.9812462186408215,30.573366225609167
29QYZPT4163ZZ1V,29,0.9691643401973318,2.3850346107854112,1486088.6889212574,0.06564696310278233,25,0.1003721675902303,1654222.1901266016,0.20563785235127124,112,0.1200891494011254,1,0.005335590955117714,836,0,0.8974334010135443,0.2588799347032144,healthy,0,0.8983609927318914,33.39414805708651
27WPUPO4481NZ1V,27,0.47565854842837546,21.366271313852067,1719157.4373858988,-0.10954868626126188,4,0.7151835581101658,1226760.8662545832,0.5431762073771669,16,-0.24781352940034268,0,0.24574616765811977,640,0,0.4257921205837635,0.10433323548919374,stressed,1,1.4013794250175657,21.407478563219208
27VIZPU9454ZZ1V,27,0.6913217375883458,44.27333589119946,1413377.149112631,-0.0799733331983988,1,0.6748866057942784,1256233.4081102468,0.5999493950976953,8,-0.27471870295458545,0,0.13366346177418187,628,0,0.5719383769817694,0.09809744007180524,stressed,0,1.1250911972153135,26.664505130119483
06DDXPR4124EZ1V,6,0.9374612614626472,1.8775797471427091,2913172.2860363685,0.17847347617824838,25,0.17221710842665233,2618593.2603553636,0.11411374948008597,112,0.14636289173094735,1,0.0013255655270810907,753,0,0.8878663371910195,0.2704368386279932,healthy,0,1.1124951439159467,26.96640984373287
09TWGPP9245KZ1V,9,0.9331564699067194,2.5650906048598054,1669718.3986855918,0.06067374277601493,19,0.08966106296579429,1890514.2058075455,0.20138408759236692,141,0.11141181077255277,1,0.04054392905039592,781,0,0.9253738891865774,0.17315056529849673,healthy,0,0.8832085966645041,33.96706068452797
19CKEPW6897PZ1V,19,0.9153811070867708,3.714107507924329,266110.15948386176,0.033168489433352245,5,0.30485237003177995,259139.6678564617,0.2578060895627801,14,0.020091182910000054,0,0.09437888892079581,651,0,0.8010507268244452,0.10529168629276385,thin_file,0,1.0268985898031677,29.214179762142138
29FKMPY1160IZ1V,29,0.5679649496730952,37.638576482746444,1555968.585133767,-0.14369711653562123,2,0.9452337600701122,1110083.835527604,0.5791740295512039,28,-0.0929316087960029,0,0.1755560087037127,615,0,0.6331906444431754,0.11571070960000514,stressed,1,1.4016676356648698,21.403076761324904
06JIHPD5574XZ1V,6,0.96939484444671,1.6281733300427885,1857556.0474092015,0.10185439902558793,20,0.1054236803521996,2085171.9904910906,0.21667835895322407,120,0.11012771251454599,1,0.023100290182206634,730,0,0.9420925009417722,0.14453622449857284,healthy,0,0.8908406864662123,33.67605505200265
09FIDPW2411EZ1V,9,0.7801629686458222,2.54556692593761,391690.09265397536,0.09174835134690211,9,0.3631494613102292,414153.9731196714,0.5750818461517471,14,0.13683818416517335,0,0.09460756180688314,783,0,0.6611788992559252,0.09841914292950965,thin_file,0,0.9457595920268884,31.720534745733865
27CJWPO2146NZ1V,27,0.5351170229217793,32.63354636059668,1919766.5420235945,-0.10136192639457361,2,0.6140045956872935,1215066.250300366,0.8293812794658559,26,-0.22137060694772367,0,0.310056268249137,616,0,0.6478807449587742,0.09313450951852716,stressed,1,1.5,20.0
29AVEPM0241UZ1V,29,0.9859373837523895,2.583680224700322,1264839.5240309942,0.08206914638533508,3,0.2581570026871036,1084605.125250125,0.4302198031324413,26,0.14258909488966864,0,0.08591303597512334,728,0,0.6570889035447118,0.11081537620268289,thin_file,0,1.1661751310084438,25.725124127846613
06MARPZ2659TZ1V,6,0.4091192244434579,25.176790541558585,1268170.177885516,-0.08084868040735038,2,0.924875878476658,902331.0919734203,1.0276624386379813,7,-0.19017418191800076,0,0.32382464697186797,698,0,0.4614404574817501,0.05710647348035314,stressed,1,1.4054377480354763,21.3456626178812
19TUOPP0907FZ1V,19,0.9585116516219165,0.37952711629202174,7485504.333309549,0.42577228836029835,2,0.8925069886591412,7345881.18076279,0.07320619519987424,13,1.0717035100551935,1,0.007207562431131392,789,1,0.9054972713519688,0.34638355690028283,fraudster,1,1.019006998494939,29.440425869802304
19ELAPP6798DZ1V,19,0.9856537223747927,2.103509584770779,3853638.3987846384,0.13431091916038568,26,0.2125926933951927,3849313.174719076,0.1761035419739789,146,0.07445530053973866,1,0.0393102826130529,721,0,0.9101665898113387,0.1814968061638616,healthy,0,1.001123635274461,29.966328775941253
19NLRPV5269FZ1V,19,0.9781959977157959,2.2552409771875213,4172608.702222916,0.12770120996069373,38,0.0996454325470921,4386860.651085288,0.2240947570103941,58,0.1613379780798631,1,0.008494050302536766,704,0,0.8292462799850434,0.2624655227550926,healthy,0,0.9511605300684973,31.540417260417197
